公司代碼,工作代碼,工作名稱,工資待遇,工資待遇(最低),工資待遇(最高),工作性質,工作敘述,需求人數,經驗要求,學歷要求,科系要求,語文條件,語言能力,擅長工具,工作技能,其他條件,應徵人數,經度,緯度
d9tnh1s,6m0m7,Financial Analyst,待遇面議,0,0,主辦會計/查帳／審計人員/財務分析／財務人員,"1.	Determines cost of operations by establishing standard costs; collecting operational data./2.	Identifies financial status by comparing and analyzing actual results with plans and forecasts./3.	Guides cost analysis process by establishing and enforcing policies and procedures; providing trends and forecasts; explaining processes and techniques; recommending actions./4.	Improves financial status by analyzing results; monitoring variances; identifying trends; recommending actions to management./5.	Reconciles transactions by comparing and correcting data./6.	Requirements: Maintains database by entering, verifying, and backing up data./7.	Recommends actions by analyzing and interpreting data and making comparative analyses; studying proposed changes in methods and materials./8.	Increases productivity by developing automated accounting applications; coordinating information requirements./9.	Protects operations by keeping financial information confidential./10.	Maintains technical knowledge by attending educational workshops; reviewing publications./11.	Contributes to team effort by accomplishing related results as needed./12.	Ad hoc support for assignment./",1人,2年以上,大學,會計學相關/財稅金融相關,英文,聽 /中等、說 /中等、讀 /中等、寫 /中等,,,1.	Corporate Finance 2.	Developing Standards 3.	Quality Management 4.	Problem Solving 5.	Process Improvement 6.	Cost Accounting 7.	Statistical Analysis 8.	Financial Planning and Strategy 9.	Reporting Research Results 10.	Requirements Analysis 11.	Financial Skills 12.	Accounting knowledgement ,30人以上應徵,121.5446271,25.060227
at34wgg,747q2,QC Analyst,待遇面議,0,0,品管／品保主管/品管／檢驗人員/品管／品保工程師,"Role Description
1. Preform the analysis of QC Lab and maintain methods and instrument calibration
2.Develop/ improve analytical method
3.Quality project planning and execution with internal and global customers
4.Quality system and process continuously improvement of quality control
5.Work collaboratively with other department to establish and drive quality performance improvement.

 

Required Qualifications
1. Education Level: Bachelor’s degree or above in chemistry, chemical engineering, pharmacy, environmental, material science or related fields
2. Working Experiences: more than 5 years Lab work or as a Quality Engineer within a high tech. enterprise
3. Professional Skills: Be familiar with Lab instrument analysis and knowledge
4. Good English language verbal/active listening/written communications
5. Be accountable, high motivation and learning agility
 ",1人,不拘,碩士以上,化學工程相關,None,None,,,,30人以上應徵,120.2594378,22.8405846
1a2x6bjvxb,5ta7i,Business Analyst,待遇面議,0,0,電腦系統分析師,"1. Gathering and documenting feature requirements.  Primary sources of requirements include market research, customer discussions and product team discussions.  /2. Lead requirements reviews with developers and other product team members to begin the development process.  Document all changes and assumption./3. Participate in development process including user story and test case reviews./4. Support the software development engineers with scope control, user interface mock-ups and as needed./5. The Business Analyst is a key member of the release planning and development process and should have a good understanding of all process activities and facilitate good collaboration and communications across the full team./6. The Business Analyst needs to learn our current architecture and solution, understand our vision of where we want to be in the future and be a leader in driving the development team to achieve the vision./7. There is constant change in the software industry.  The Business Analyst needs to have a strong desire to learn about new industry and technology trends and help evolve our vision./8. Have a passion for ensuring we deliver elegant software that maintains a consistent look and feel with a high level of craftsmanship and attention to design detail at both functional and user Interface presentation level/9. 20% of time will be communicating with customers to learn their use cases, trouble shoot problems and review proposed new feature requirements/10. 10% international travel required to meet with customers or other events such as trade shows or Sunbird team meetings.",1人,10年以上,大學以上,資訊工程相關/資訊管理相關/其他數學及電算機科學相關,英文,聽 /精通、說 /精通、讀 /精通、寫 /精通,,,1. BS Degree in Engineering or Computer Science. 5+ years of related experience. 2. Very high oral and written English and Chinese skills. 3. Knowledge of the agile development process. 4. Excellent written and oral communications skills. 5. Knowledge of Data Center environment and processes. 6. Basic project management skills. 7. Self-motivated to succeed. 8. Ability to collaborate with other team members. 9. Previous development experience with Java is desirable. 10. Familiarity with CentOS and PostgreSQL are desirable.,6~10人應徵,121.568651,24.988675
1a2x6biwai,46izw,Campaign Analyst,待遇面議,0,0,行銷企劃人員/網站行銷企劃/市場調查／市場分析,"What you will do:/1. Create and maintain ad campaigns in Appier proprietary products./2. Co-work with account managers, product manager and on various ops projects./3. Analyze campaign performance and make recommendations for optimization.//Additional role: /Look for 1 Campaign Analyst target on EMEA region, the main responsibility is the same and the expected working hour will be 14:00-23:00. //Who you are:/1. Quick learner who loves to pick up new tools/software for reporting and analysis./2. Organized, detail oriented and highly focused. /3. Cool under pressure and able to concentrate in the middle of any chaos./4. Creative problem solver, self-motivated and self-driven./5. Logical thinker with solid stat. background. /6. A good team player – can work with sales team, account team and campaign team to strategize and optimize campaigns for performance. //What you need:/1. 0-1+ years working experience.  RTB/Programmatic buying experience a plus./2. Passion for online advertising and/or game-changing technology./3. Eagerness to work in a start-up team environment that will be rapidly changing./4. You can use Excel and you’re not afraid of Pivot Tables./5. Flexibility to occasionally work at odd hours when necessary (from home)./6. This role needs to work on weekend shift./7. Minimum BA/BS University degree or related experience./8. Business level fluency in English (TOEIC 750+, GEPT High-Intermediate level, TOEFL 90+, IELTS 6.5+)./9. Exposure to online ad serving concepts (CPM/CPA/RTB/ROI), video, mobile, social a plus. ",不限,不拘,大學以上,,英文,聽 /精通、說 /精通、讀 /精通、寫 /精通,,,語文 : 英、日語擇一,11~30人應徵,121.5689028,25.0343863
1a2x6bilhz,6sdl5,System Analyst,待遇面議,0,0,電腦系統分析師/軟體設計工程師,我們是伊雲谷的Atlas團隊，Atlas是伊雲谷自行研發的次世代雲端管理平台，利用伊雲谷多年來服務跨國近千家企業的經驗，讓用戶能透過單一平台迅速部署雲端資源、優化雲端效能並降低維運成本，達到化繁為簡，輕鬆駕馭雲環境的目的。/想要挑戰緊張刺激的ToB產品開發嗎？想要掌握日新月異的雲端服務嗎？想要了解各國企業的第一手需求嗎？歡迎加入Atlas團隊。//1.分析市場及公司內部需求/2.為各項需求設計解決方案，並將技術規格文件化/3.撰寫技術流程和相關說明文件/4.處理跨部門、跨系統之需求確認及溝通,2人,3年以上,大學以上,資訊管理相關/資訊工程相關/其他數學及電算機科學相關,英文,聽 /精通、說 /精通、讀 /精通、寫 /精通,,,[Minimum qualifications] 1、了解軟體架構和企業IT系統功能 2、熟悉商業流程分析 3、熟悉客戶溝通和詢問技巧 4、熟悉需求文件與技術規格撰寫 [Preferred qualifications] 1、熟悉基於雲端服務(AWS/Azure/GCP)之解決方案 2、曾參與To B產品開發,0~5人應徵,121.4856118,25.0774577
7qkso7s,736ck,IT Analyst,"月薪40,000元以上",40000,9999999,系統維護／操作人員/資訊設備管制人員/網路管理工程師,"BE A PART OF A REVOLUTIONARY CHANGE

At PMI, we've chosen to do something incredible. We're totally transforming our business, and building our future on smoke-free products with the power to improve the lives of a billion smokers worldwide.

With huge change, comes huge opportunity. So, wherever you join us, you'll enjoy the freedom to dream up and deliver better, brighter solutions and the space to move your career forward in endlessly different directions. 

We're currently seeking for a talented and experienced IT professional with strong communication and agility skills to help manage, monitor, maintain and enhance CRM, service cloud and commercial-related systems to support business needs. 

YOUR ""DAY TO DAY""

1.	End-to-End Service Delivery

•	End-to-end customer experience of the local PMTW technology, hardware and software infrastructure. 

•	Deliver end-to-end and best in class IT services to the overall organization and ensure proper service management practices are in place to maximize operational efficiency.

•	Actively collaborate and build relationship with customers, suppliers and service partners on all aspects of service delivery to ensure the end to end service chain is aligned to meet the current and future needs of the customers.

2.	Service and Asset Management

•	Measure and analyze service quality and initiate improvement plans in order to improve service levels that meet the current and future needs of customers.

•	Oversee the daily and long-term operational management and reporting of software and technology-related hardware within the organization.

•	This includes planning, monitoring, and recording software licenses and/or hardware assets. Develop and implement procedures for tracking company assets to oversee quality control throughout their lifecycles, and ensure company processes and practices are followed.

3.	Contribute to solution adoption and change management

•	Plan and lead the implementation of new solution and/or extension of existing solutions according to PMI standards and procedures in order to meet the current and future needs of customers.

•	Contribute to the change management for solutions implemented (Global or Local) in both the Commercial/Consumers and Enablement Functions streams. Participate in initiatives targeting the increase of end users adoption. 

•	Support communications and training to the organization on new technology and platforms and regularly monitor the adoption rate in order to identify additional change management initiatives and further improvements to the product delivered.

4.	Vendor Management

•	Select and manage contractual relationship with any locally sourced vendor. Contribute to the continuous improvement of service management practices.

•	Manage the assigned contracted team members supporting their successful performance and provide feedback and guidance with an adaptive management style.

5.	IT Security

•	Ensure adherence to all PMI policies and guidelines on security and compliance by leading the assessment, planning and implementation of InfoSec requirements (policies, guidelines, SOX, privacy etc.) in order to minimize risks regarding confidentiality, integrity and availability of data.

WHO WE'RE LOOKING FOR

•	Bachelor's Degree in Computer Science, IT or Management Information System
•	Minimum 4 years relevant with 2 years in IT projects and support in an information systems department/data center
•	Familiar with IT project management and service management, cloud environment usage and set up, and database and administration experience
•	Exposure to international environment preferred
•	Excellent command of written and spoken Mandarin and English 

",1人,4年以上,大學以上,,英文,聽 /精通、說 /精通、讀 /精通、寫 /精通,,資訊設備環境設定/安裝與維護網路安全系統/電腦設備裝配,,0~5人應徵,121.5708322,25.0798514
1a2x6bi2ic,6tsn7,Spam Analyst,"月薪100,000~160,000元",100000,160000,電腦系統分析師/網路安全分析師,"Main Responsibilities:/1.       Identifying search patterns, strings, establishing uniqueness, swapping, lookups, etc. through Regular Expression;//Communication Skills:/1.       Proven English oral, reading, and writing skills, CET BAND 6 and conversational English skills are a must.//Core Technical Skills and Experience Required:/1.       Solid understanding of Regular Expression(Regex);/2.       Familiar with Git basics and workflow;/3.       Knowledge of scripting language such as JavaScript/VBScript/Python/PowerShell/4.       2-3 years working experience in C#/Java/C++/Python; /5.       Quick learning and troubleshooting skills are needed. /6.       Hard working and great passion on new computer technology. //Desirable Technical Skills:/1.       Have working experience in anti-spam or anti-fraud software experience.//Education:/1.       Bachelor of  Computer Science required",1人,不拘,大學以上,,英文,聽 /精通、說 /精通、讀 /精通、寫 /精通,,,,0~5人應徵,121.5121593,25.0424209
cip9ftc,6p2me,Business Analyst,待遇面議,0,0,產品管理師/其他專案管理師/軟體相關專案管理師,"The Business Analyst serves as the liaison among product management and development to translate business needs into product requirements. The Business Analyst elicits, understands, analyzes and translates requirements into technical documentation. The Business Analyst communicates the requirements to the project delivery team and facilitates activities through the development lifecycle.

- Completes feature analysis, elicits, translates and simplifies requirements into the following artifacts, as needed: Use Case Survey, Storyboard, Gap Analysis, Functional requirements, Non Functional requirements, User Stories, Acceptance Criteria, Wireframes.

- Critically evaluates information gathered from multiple sources, reconciles conflicts, decomposes high-level information into details, abstract up from low level information to a general understanding, and distinguishes users requests from the underlying true needs.

- Performs requirement management and communication with project delivery team.

- Facilitates project planning meetings and supports delivery team.

- Performs routine assignments and applies knowledge and experience to daily tasks with moderate supervision on small to mid-level assignments",1人,2年以上,大學、碩士,,英文,聽 /精通、說 /精通、讀 /精通、寫 /精通,Windows 10/Excel/Outlook/PowerPoint/Visio/Word,,"•	Bachelor’s degree in Business/Economics/Related field, 2-5 years of experience in Business Analysis •	Good written and verbal communication skills, analytical skills, and problem solving skills •	Self-motivated and able to work independently and within a team •	Pronounced problem solving and troubleshooting skills, and ability to multitask on competing priorities •	Requirements documentation and management skills  Preferred: •	Knowledge and experience working with Microsoft Windows and Microsoft Office (Word, Excel, PowerPoint, Outlook, Visio) •	Ability to perform duties independently with general supervision •	Understanding of, and practical experience with Agile methodology ",11~30人應徵,121.5491655,25.0284385
dzcu1uo,6qdlm,Business Analyst,待遇面議,0,0,其他專案管理師/營運管理師／系統整合／ERP專案師,"Job Responsibilities:
•	Work with Morrison internal and external project team members to achieve project expected outcomes within planned project schedule
•	Diagnose, analyze operational issues, and design solution by observing and studying system function and performance results; investigating complaints and suggestions; interviewing process owners and operators; completing troubleshooting procedures; designing operational process improvement 
•	Capture business requirement, document into functional spec, and conduct pilot test work on the functions/tools before implementation
•	Document current business process, R&R, study operation flows and its complication to design standardized flow, and create and update documents including work instructions, operation procedures, process control, training documents, etc.
•	Work closely with Operations, Customer Service, Quality Control, MIS, and Finance to scope, develop and execute business improvement projects
•	Improve operational quality results by studying, evaluating, and recommending process re-design  
",1人,4年以上,大學、碩士,工業工程相關/工業管理相關/資訊工程相關,英文,聽 /精通、說 /精通、讀 /精通、寫 /精通,,,"Qualifications: •	BS or MS Degree, and 4+ years’ work experience or equivalent experience in process design, and experience in system implementation projects management •	Strong analytical and troubleshooting skills •	Understand IT language and able to communicate with development team efficiently •	Strong organizational and follow-up skills, as well as attention to detail •	Ability to leverage and/or engage others to accomplish projects •	Excellent written, verbal communication & presentation skills, with the ability to interact with not only team members but also all levels of the organization •	Extensive computer skills with MS Office products (preferably including Excel, PowerPoint, Word, and Visio) and familiar with database query •	Able to travel (occasionally short-term business trips) •	Experience in the freight forwarding or logistics industry is a plus ",0~5人應徵,121.5724189,25.0772168
cip9ftc,737z6,Systems Analyst,待遇面議,0,0,產品管理師/其他專案管理師/軟體相關專案管理師,"The Systems Analyst researches, understands, analyzes and translates specifications into technical documentation and test plans.  This position serves as a liaison external and internal systems.  The Systems Analyst communicates the integration specification to the delivery teams.  This position facilitates acceptance activities through the development lifecycle.

<Systems Analysis and Documentation >
•	Reviews current vendor, partner and priority systems to understand capabilities and integration options and completes regular analysis to make recommendations
•	Assists with the development, analysis, prioritization, and organization of requirement specifications, data mapping, diagrams, swagger and flowcharts for developers and testers to follow
•	Defines and coordinates the execution of testing procedure, and test cases to serve the overall quality assurance process
•	Maintains and provides documentation of all processes and training as needed, including but not limited to system guidelines and manuals for the organization
•	Assists with the development and implementation maintenance procedures, monitor system health, and gather system statistics
•	Owns initial troubleshooting reported errors, defects and alarms, escalating as required.


<Business Analysis>
•	Partner with the business to gather, and document business and functional requirements for use in the development lifecycle
•	Translates technical information to a more high-level understanding to be able to distinguish user request and understanding the true intent/need
•	Manages the production environment and business users including, but not limited to researching data and processes, responding to incidents, etc.
",1~2人,2年以上,大學、碩士,,英文,聽 /精通、說 /精通、讀 /精通、寫 /精通,Windows 10/Excel/Outlook/PowerPoint/Visio/Word,,"Required / Minimum:  •	Bachelor’s Degree in a related field •	2+ years experience in System Analytics or similar experience •	Good written and verbal communication and analytical skills •	Demonstrated problem solving/troubleshooting skills and ability to multitask on competing priorities •	Basic ability to understand, analyze and query multiple kinds of databases/data repositories using SQL or other data extraction and analysis methods •	Demonstrated ability to collaborate with a cross functional team of business owners, developers, business analysts, and quality assurance •	Proven ability to maintain several tracks in a fast-paced environment   Preferred: •	Knowledge and experience working with Microsoft Windows and Microsoft Office (Word, Excel, PowerPoint, Outlook, Visio) •	Ability to work with both technical and non-technical team members. Understanding of and practical experience with Agile methodology   ",6~10人應徵,121.5491655,25.0284385
1a2x6bkx3o,738a8,Business Analyst,"月薪60,000元以上",60000,9999999,軟體相關專案管理師/市場調查／市場分析/電腦系統分析師,"1. 業務需求分析，建立業務模型、相關文檔和分析
2. 協助PM的項目管理工作，如項目Scoping，Planning 
3. 調查、分析現有的系統和業務流程 
4. 準備和實施Test Plans 
5. 參與系統的培訓建置",1人,3年以上,大學、碩士,資訊管理相關,英文,聽 /精通、說 /精通、讀 /精通、寫 /精通,,,1. 配合業務出差日本、歐美。 2. 未來優先派駐日本東京。,6~10人應徵,120.6686102,24.1736774
