公司代碼,工作代碼,工作名稱,工資待遇,工資待遇(最低),工資待遇(最高),工作性質,工作敘述,需求人數,經驗要求,學歷要求,科系要求,語文條件,語言能力,擅長工具,工作技能,其他條件,應徵人數,經度,緯度
10wkoo2w,71msm,【大數據】Hadoop系統工程師,待遇面議,0,0,軟體設計工程師/其他資訊專業人員/數學研究員,"1. Hadoop系統建置、管理、維運。
2. 雲端大數據資料分析平台研發。
3. 巨量資料處理及ETL架構規劃及開發。
4. Big Data關鍵技術研究發展。
",1~2人,3年以上,專科、大學、碩士,,英文,聽 /略懂、說 /略懂、讀 /略懂、寫 /略懂,Linux/Java/Python/hadoop/AWS/TCP/IP,,1. 熟悉Hadoop(HDFS/MapReduce/HBase/Hive...)之開發經驗。 2. 熟悉J2EE架構，具有Struts/Spring等Framework開發經驗。 3. 具資料ETL或Python開發經驗尤佳。 4. 熟悉java，會R或Python撰寫分析演算法程式尤佳。,0~5人應徵,121.5433783,25.0249441
1a2x6blcfz,73bj9,大數據運維工程師,"月薪100,000~150,000元",100000,150000,多媒體動畫設計師/電玩程式設計師/軟體設計工程師,"1、負责公司大數據平台的部署、管理、優化、監控警報，保障平台服务7*24稳定可靠高效運行；
2、深入理解公司大數據平台架構，發現並解决性能瓶頸，支撑業務和數據量的快速增長；
3、開發大數據自動化運維、監控警報、故障處理相關脚本和工具；
4、負責Hadoop/spark／Kafka等集群服務、業務監控、持續交付、應急響應、容量規劃等",1~2人,3年以上,專科、大學、碩士,,None,None,,,"1、3年以上互聯網運維相關工作經驗，2年以上大數據平台運維相關工作經驗； 2、具备一定的故障排查能力，有良好的技術敏感度和風險識别能力，精通一門以上脚本語言(shell/python等)，熟悉Http/Https、TCP/IP、SMTP等协议； 3、熟悉hadoop、hbase、spark、kafka、zk等相關组件的原理、部署、troubleshooting； 熟悉Linux(redhat/centos)软硬件環境、系统管理和優化,熟練部署、優化各種常用服務； 4、具備较强技術鑽研能力，能够關注業内的技術發展並不断學習； 5、有强烈的责任心和主動性，具備良好的溝通能力和團隊合作能力；",0~5人應徵,120.6383859,24.1581052
cnk0ahs,6iubm,資訊安全分析師(大數據平台Splunk操作 ),"月薪40,000~60,000元",40000,60000,網路安全分析師,主要為利用Splunk將資訊安全相關設備Log進行正規化、儀表版化。/對資訊安全大數據資料分析、處理、視覺化有興趣者。/工作內容：/1.利用大數據平台Splunk SPL 語法建構SIEM平台所需之資安設備報表、規則與Log解析/2.處理客戶Splunk平台叫修/3.對於資安技術有熱忱者/4.對ELK、Splunk 熟悉者佳/,1~2人,不拘,專科、大學、碩士,,None,None,,,    1. 熟悉TCP/IP Protocol 及網路架構。     2. 熟Linux、Windows系統操作。     3. 具備系統及資安領域證照為佳，如CCNA 、RHCE、ISO 27001 LA、Security + 、CEH….等。  優先面試經濟部工業局DIGI⁺ Talent計畫之結訓研習生(IOT),0~5人應徵,121.5759414,25.0754809
21nuubs,5r7ve,大陸地區-大數據專案特助,待遇面議,0,0,市場調查／市場分析/營運管理師／系統整合／ERP專案師/資料庫管理人員,1.利用集團既有系統的內、外部資料進行商務智慧分析報表的製作，推動BI系統的資料報表視覺化。/2.依據各部門的資料分析標準、規則及資料中心的管理要求，透過系統進行內、外部資料挖掘與創新應用探索，建立各類分析模型及專項分析，進行大量資料採擷，逐步探索、建構資料分析模型體系。/3.針對行銷過程中的各類資料和方案進行評估、資料分析，以出適宜的管理方案。/4.協助發展集團各部門的資料分析標準和規則的宣貫工作。/5.配合大資料中心須求，推動行銷資料收集和分析機制、流程的建設和優化，逐步探索、構建資料分析模型體系，從業務運行機制層面，幫助、促進行銷業務的發展。/6.建立和協調集團總部和各分公司的工作關係，保持溝通管道暢通與即時滿足內部客戶需求，確保提供專業可靠的業務支援服務，積極配合相關業務部門快速、高效開展相關工作。/7.以專案形式完成與本職工作相關的支持和協調工作，以及直接上級領導交辦的一切對企業發展有利的事情。,1人,5年以上,大學、碩士,商業及管理學科類/數學及電算機科學學科類,英文,聽 /中等、說 /中等、讀 /中等、寫 /中等,,專案規劃執行╱範圍管理/專案溝通╱整合管理/提案與簡報技巧/行銷策略擬定/市場調查資料分析與報告撰寫/調查樣本統計分析/客戶情報蒐集,1.5年以上工作經驗，且具備3年以上零售業或FMCG產業數據分析或市場銷售等相關工作經驗，並熟悉消費者行為的洞察力，且能協調內外部合作夥伴進行市場研究和個案諮詢工作。 2.具良好的自主管理能力，邏輯清晰能條理有序的提出問題及對策。 3.良好的人際交往能力、組織協調及溝通能力，以解決複雜問題的分析熟悉應用各種工具進行資料分析。 4.本科及數學、統計、電腦、市場行銷及相關專業者優先錄取。,0~5人應徵,121.4737021,31.2303904
7lka688,4npe1,大數據/機器學習數據工程師-(Data/ML Engineer)-台北,待遇面議,0,0,軟體設計工程師,"1. 透過資料分析及機器學習以提供決策建議.
2. 負責資料蒐集及處理各項數據、資料建模、ETL流程設計及演算法開發，並經梳理後產出使用.",1人,不拘,大學、碩士,資訊工程相關/資訊管理相關/數學及電算機科學學科類,英文,聽 /略懂、說 /略懂、讀 /略懂、寫 /略懂,Linux/Windows Server 2008/Java/Spring/MS SQL/Oracle/HTML/JavaScript/XML/Word,系統整合分析/軟體程式設計,"1. 具備程式語言及開發的背景，如資訊工程、電機、數學、應數、物理等理工科系 2. 具備資料倉儲概念，並具備基本Machine Learning 相關知識 3. 具備SQL及Shell之技術，或熟悉R/Python/JAVA等語言 4. 具操作過大型資料集(1TB以上)、Hadoop 資料倉儲或Spark 平行化處理之經驗者尤佳 5. 熟悉一種以上資料庫系統 (Oracle , PostgreSQL , MySQL , MSSQL.. 其他 ) 6. 良好之團隊協作、溝通協調能力",11~30人應徵,121.5198716,25.0421407
1a2x6bi80a,71x5u,AIOT工業物聯網大數據工程師(派駐深圳),待遇面議,0,0,通訊軟體工程師/韌體設計工程師,"1. 傳感器評估,自行動手安裝運營  
2. 傳感器物聯網大數據資料傳輸以及蒐集
3. 資料儲存管理

",1~2人,不拘,大學、碩士,資訊工程相關/資訊管理相關,英文,聽 /中等、說 /中等、讀 /中等、寫 /中等,,,1. 孰悉傳感器原理並負責資料蒐集分析 2. 熟悉物聯網相關網路架構及網路協議 3. 具大數據/機器學習/深度學習相關經驗者優先考慮 ,0~5人應徵,114.057865,22.543096
aldnfbc,2tv5q,集團總部供應鏈大數據管理專員(全球第二大IT通路集團),待遇面議,0,0,營運管理師／系統整合／ERP專案師/電腦系統分析師,"科技產業的供應鏈大數據分析管理, 包含從產品銷售後之預測, 到庫存配置方案, 及透過數據模擬分析, 透過AI工具, 改善供應鏈實體物流等流程。//此職務負責聯強全球各地區供應鏈數據分析管理.以聯強擁有自有MIS系統及AI開發團隊, 此職務可以帶來完整的產業觀, 及專業管理能力及科技數位化能力, 成為跨國供應鏈管理之人才。//工作內容：/1. 負責全球供應鏈數據分析及管理/2. 負責全球各地區供應鏈之績效管理/3. 全球各地供應鏈流程改善/",1人,2年以上,大學以上,,None,None,,,1.至少兩年以上工作經驗。 2.大學以上畢業，具財會、商管、工業工程、電機等背景尤佳。 3.具主動積極之人格特質。,11~30人應徵,121.54095,25.072706
1a2x6bishn,5nx3b,大數據與AI人工智慧/專案工程師/PM,"月薪26,000~82,000元",26000,82000,軟體相關專案管理師/產品管理師/FAE工程師,"昱冠資訊致力於協助客戶轉型成智慧工廠, 往工業4.0邁進. /本公司產品具應用前瞻性, 歡迎您成為昱冠資訊的最前線!!! /本公司大數據智慧系統應用領域主要分: 安全監控/產品外觀檢查/維修預測保養. /應用場域包含: 半導體業/製造業/傳統加工業/機械業/醫療...等, 但不侷限在這些領域. //本職缺主要工作內容：//1. 執行專案工程之規劃、進度管控及協調、人力安排、客戶協調、問題應變及解決。 /2. 按時完成發開驗收及交付客戶。 /3. 主管交辦之事宜。/",1~2人,不拘,大學以上,資訊工程相關/資訊管理相關/電機電子工程相關,英文,聽 /中等、說 /中等、讀 /中等、寫 /中等,,,1.	有軟體開發經驗者佳 2.	接觸過程式語言佳(JavaScript、Python尤佳) 3.	畢業科系為理工相關學系、商/管相關學系。 4.	歡迎對於軟體有興趣之管理背景人才 或 對於管理有興趣之工程背景人才 5.	擅長團隊合作與溝通 6.     有敏捷開發經驗者佳 / 熟悉git佳  Skills  1.具備良好之溝通及協調能力，擔任專案窗口管理工作進度及成果。  2.具備獨立思考及良好之寫作能力，以利達成及提升計畫及公司要求之文件品質。  3.個性細心、謹慎且具勇於自我挑戰之工作態度，完成計畫及交付之工作。 4.具組織性、擅長發現問題與找到解決辦法 ,6~10人應徵,120.9674798,24.8138287
a9nlils,38d3v,大數據平台工程師(亞太地區領導專業配銷商)-T7,"月薪32,000~70,000元",32000,70000,資料庫管理人員/系統維護／操作人員,1. Linux及Windows作業系統日常維運與障礙排除/2. 大數據平台安裝建置(Hadoop/SAS etc)/3. 數據資料庫建置管理/4. 資料串流平台安裝與建置,1人,1年以上,專科、大學、碩士,,英文,聽 /中等、說 /中等、讀 /中等、寫 /中等,,,1. 熟悉UNIX、SUSE、Red Hat Linux etc. 2. 具Hadoop、Greenplum相關經驗尤佳 3. Shell Script設計能力 4. 正向積極，樂於學習,0~5人應徵,121.5137852,25.0622559
1a2x6bl9s5,6zx8e,（農場事業處）大數據系統工程師,待遇面議,0,0,演算法開發工程師/其他資訊專業人員,"主要參與雲端、大數據及手機與智能設備平台研發,/- 建立畜牧業科技化運用的雲端大數據平台, 建構企業與雲端的大數據體系./- 建構企業與雲端的數據中台架構.",2~3人,3年以上,大學以上,,None,None,Java/Python/ANSI SQL/MS SQL/PL/SQL/PostgreSQL,作業系統基本操作,技術能力: - 需要 - 分散式大數據體系: Hadoop、Hbase、Hive、Pig、Oozie、Zookeeper、Flume、Sqoop等 - 資料庫: MS SqlServer、Postgre、mySql、Redis、MongoDB等 - 程式語言: .Net c#、Java、Sql、Python、Golang - 作業系統: Linux、Windows Server,0~5人應徵,121.5656774,25.0802721
1a2x6bjf44,4nvhg,演算法資料／大數據 工程師！加入台中矽谷,"月薪30,000~52,000元",30000,52000,演算法開發工程師/軟體設計工程師,"1. 利用演算法，解決各領域的問題/2. 進行演算法的設計、分析及模擬/3. 模糊理論之設計開發與分析/4. 找出最佳路徑成效轉換率/5. 大數據分析//*尋找* /a. 我們需要對工作充滿熱情的夥伴 /b. 對一切事物都充滿好奇心 /c. 善於溝通,並具有團隊精神 /d. 願意吃苦,敢於接受最嚴厲的磨練 /e. 謝絕草莓族",1人,不拘,大學以上,,None,None,,,"◆ 獎金 / 禮品類 1. 專案分紅獎金制度 2. 結婚禮金 3. 喪葬慰問金 4. 年終獎金  ◆ 保險類 1.勞保 2.健保  ◆ 休閒類 1. 免費的零食吃到吐... (變胖別怪公司喔) 2. 員工旅遊 3. 運動休閒：按摩椅、桌球、棒球、拳擊、單槓、飛鏢、手足桌、軌道車 (重視您的生活） 4. 微波爐、烤箱、電鍋、烤麵包機 5. 上班聽音樂 6. 美國矽谷工作環境  ◆ 請 / 休假制度 1. 週休二日 2. 國定假日（全部休！） 3. 特休  公司官網＞＞  http://www.marsman.tw  準備一顆熱情的心，加入我們的行列，進軍全球市場~ P.S 您是想要平平凡凡的過一生，,還是要跟我們一起改變全世界！",0~5人應徵,120.7223572,24.2521156
b8gl75c,6r2nr,資料倉儲工程師 (台北) (資料庫/大數據/巨量資料/資料倉儲),待遇面議,0,0,其他資訊專業人員/資料庫管理人員/資訊助理人員,"【職務說明】
將參與各大系統專案進行資料倉儲平台架構規劃及設計，其中包含 Pivotal Greenplum產品服務，資料倉儲工程師將專注於資料倉儲顧問服務，解決使用者關於資料倉儲相關需求。

資料倉儲專為資料分析所設計，可讀取大量的資料以了解資料的關係和趨勢，資料通常會定期從交易處理系統、關聯式資料庫和其他來源流入資料倉儲。讓商業分析師、資料科學家和決策者可透過商業智慧 (BI) 工具、SQL 用戶端和其他分析應用程式存取資料。

所以資料倉儲工程師必須要了解資料倉儲特性及資料存放方式，來根據使用者需求給予建議，並且為其使用單位提供適合的資料倉儲架構，建立完整資料倉儲資料流流入方案及資料倉儲管理機制。

本工作職缺適合關聯式的資料庫工程師，有意願轉型為資料倉儲工程師來接觸更廣泛的資料處理服務面向，可以更容易延伸接觸其他資料處理的技術及平台，來加值自身的技術能力。

【工作項目】
平台規劃及設計
平台架構建置及設定
平台高可用性建置及設定
平台開發顧問服務
平台資源規劃調教
平台權限規劃設定
ETL 資料流設定

【職務需求】
熟悉 Linux 操作及管理
熟悉一種資料庫系統 (Oracle , PostgreSQL , MySQL , MSSQL.. 其他 )
良好的文件撰寫能力
良好之團隊協作、溝通協調能力",1~2人,3年以上,專科以上,,英文,聽 /中等、說 /中等、讀 /中等、寫 /中等,Linux,資料庫軟體應用,"【加分條件】 EDW資料倉儲管理經驗 Hadoop 平台管理經驗 Hadoop 平台相關認證 ETL 相關經驗 資料庫相關工作管理經驗 Python , Java 程式開發經驗 英文認證",0~5人應徵,121.5124562,25.0500181
1a2x6bizrb,72iol,YU-新創大數據公司  軟體專案主管(產品微軟平台上架),"月薪60,000~70,000元",60000,70000,軟體專案主管/軟體設計工程師/專案管理主管,"1.擔任軟體技術主管相關經驗
2.產品開發前的技術評估與相關單位協調事宜
3.熟習產品開發流程與工作分派
4.懂產品開發的系統架構規劃
5.熟悉Git，懂GitFlow 佳

加分
1. 熟悉HTML5/CSS網頁切版 
2. 熟悉JavaScript/Ajax/jQuery 
3. 熟悉VSCode或Sublime Text編輯器
4. 熟Git版本控制 
5.熟MySQL、influxDB資料庫管理與優化
6. 熟Python控制、Django framework
",1人,不拘,大學以上,,None,None,PHP/JavaScript,,,0~5人應徵,121.4178347,25.0265985
5wp49rs,74pjo,資訊類-大數據資料分析師,待遇面議,0,0,資料庫管理人員/電腦系統分析師,"1.大數據專案前置規劃、數據收集、資料清洗、系統分析。
2.BI設計、評估、開發、測試、資料驗證及文件撰寫。
3.維持與確保BI系統功能正常運作，持續優化現有的BI報表。
4.解決大量資料處理時所衍生的效能、擴充、與維護問題。
5.依據客戶使用者需求制定專案策略和目標。
6.具有大數據資料解析、數據洞察能力及良好邏輯分析與程式開發能力。
7.能與其他系統開發工作團隊配合。",1人,不拘,專科以上,資訊工程相關/資訊管理相關/數學及電算機科學學科類,英文,聽 /中等、說 /中等、讀 /中等、寫 /中等,,,1.對大數據資料處理及分析有高度興趣者。 2.具備專案規劃、系統分析、文件撰寫及簡報能力。 3.具資料庫、機器學習及大數據架構與經驗者尤佳。 4.熟悉資料庫系統概念(熟悉Oracle、MSSQL資料庫)，具SQL程式能力。 5.熟悉報表、圖表之展示及分析工具(Tableau尤佳)。 6.熟悉ETL相關應用工具，如SSIS、Trinity、Informatica等尤佳。 7.熟悉建置分散式系統或伺服器端程式開發尤佳。 8.主動積極、邏輯與分析能力強，能夠持續自主學習。  9.具備良好的溝通和表達能力，並有團隊合作精神。 10.認真負責、有熱誠、能獨立作業、抗壓性高，執行力強、具強烈企圖心。,0~5人應徵,121.4869174,24.9965494
1134yk9s,6cndt,熱情招募_全方位銷售達人(結合AI、大數據、互聯網、雲端科技的產品與服務平台),"月薪25,000~60,000元",25000,60000,國內業務人員/國外業務人員/產品行銷人員,"● 具服務、銷售熱忱，希望從滿足客戶需求中獲得成就感
● 充滿熱情活力，讓客戶感受到在優秀的產品，背後有一群同樣優秀的銷售顧問
● 能與同事分享工作知識及共創新價值
● 喜歡從事與人相關工作者
● 除本薪外，提供高額專案獎金等你挑戰
● 每周免費按摩，讓你筋速喜
● 免費使用TutorABC課程
● 員工親友購買課程專屬優惠
***迎戰雙語 AI教育新革命***
https://www.youtube.com/watch?v=CUskW4PhrSo&feature=share

【我們與傳統內勤銷售不同】
獨特Social CRM系統(社群客戶管理系統)，擺脫傳統電話行銷方式，
將售前、售後、分享、營銷透過社群媒體一鍵搞定。
[Job Responsibilities]
1.透過電話、電腦雲端平台，介紹與銷售公司產品
2.提供客戶專屬課程規劃服務
3.提供客戶難以忘懷的客戶體驗
4.公司提供優質白領階級客戶名單，免陌生開發
5.公司提供完整職前菁英培訓計劃，培育專業銷售管理人才
6.工作地點：台北／台中

[Job Responsibilities]
1.透過電話、電腦雲端平台，介紹與銷售公司產品
2.提供客戶專屬課程規劃服務
3.公司提供優質白領階級客戶名單，免陌生開發
4.公司提供完整職前菁英培訓計劃，培育專業銷售管理人才
5.工作地點：台北／台中

[Job Requirements]
***具業務經驗尤佳***
1. 諳電腦操作(中打、英打、Office)
2. 排休制 
3. 上班時段(可彈性排班)：
早班10:00-20:00、晚班13:00-22:00
4. 抗壓力強、配合度高
5. 個性外向、活潑、負責、有耐心、具服務熱誠 
6. 具溝通能力，能獨立作業 
7. 喜愛人群、熱愛分享與銷售
8. 歡迎具服務熱忱、活潑開朗，積極為自己創造百萬年薪的您。",5~8人,不拘,高中以上,,None,None,,, ,6~10人應徵,120.6600755,24.1231903
1a2x6bl5f2,6wnki,大數據開發 年薪40-100萬 rmb,待遇面議,0,0,軟體設計工程師/軟體專案主管/資料庫管理人員,職務要求：/1、負責spark、hadoop、flink計算平臺的設計和開發工作；/2、負責構建高效穩定的計算平台，為業務提供大資料分析所需的海量計算服務；/3、負責資料倉庫、以及機器學習平臺的建置；//任職資格：/1、大學以上，電腦相關科系畢業，2年以上大資料平臺開發、運維經驗；/2、對spark、hadoop平臺計算原理有深刻理解，能夠閱讀spark、hadoop源碼；/3、精通JAVA、熟練掌握MapReduce原理及資料分析相關的二次開發；/4、熟悉spark流計算框架或其他開源即時計算框架；/5、有資料倉庫建設經驗或社區有源碼貢獻者優先；/6、有資料大資料演算法經驗、機器學習平臺建設經驗者優先；/7、對新技術充滿熱情，具有良好的學習能力、團隊協作能力和溝通能力；/8、能承受較大的工作壓力。//應徵本職缺，請聯繫line：wonder20202020//,30~60人,不拘,大學以上,數學及電算機科學學科類,None,None,,,,0~5人應徵,120.9826825,14.5349838
1a2x6bi7m9,6z01o,大數據系統開發儲備幹部/主管 (上海&嘉善),待遇面議,0,0,MIS／網管主管/演算法開發工程師/MES工程師,"1. 規劃大數據平臺的架構和部署需求，負責平臺設計、建模、代碼開發和測試，並把握系統的高可用、擴展、安全、性能、伸縮性等
2. 負責核心技術難題的攻關，協助解決團隊遇到的技術難題
3. 及時與產品/專案經理溝通需求，分析梳理業務場景，協助需求解決各種業務實現問題
4. 負責團隊建設及管理，技術檔案輸出",1人,5年以上,大學以上,資訊工程相關/資訊管理相關,英文,聽 /中等、說 /中等、讀 /中等、寫 /中等,,,1. 熟悉Hadoop生態圈，HBase、Hive、Sqoop等，有Spark、Storm、Kafka、Zookeeper等開源產品者優先，或精讀過其中某一個的源碼，有修改源碼經驗優先 2. 熟悉flume、kafka、redis、spark、presto、elasticsearch等即時系統處理中介軟體，有相關專案開發經驗，熟elasticsearch優先 3. 熟悉SQL和NoSQL的資料庫開發設計及性能調優 4. 具備大型分散式、高併發、高負載、高可用系統設計、開發及優化經驗，有大數據平臺的軟體發展和部署經驗者佳 5. 熟悉大數據、雲計算、微服務等技術，有互聯網運營平臺架構設計或大數據公司同類平臺或產品開發經驗者佳 6. 軟體基礎理論知識扎實，具有良好的資料結構、演算法、程式設計開發能力，精通Java及其他開發語言 7. 對新技術敏感，有獨立分析、技術研究能力，樂於接受挑戰，具有良好的團隊合作精神 8. 工作中有帶團隊經驗者或有製造業相關經驗者佳,0~5人應徵,120.92585,30.830898
b8gl75c,6yxzi,資料倉儲工程師 (新竹) (資料庫/大數據/巨量資料/資料倉儲),待遇面議,0,0,其他資訊專業人員/資料庫管理人員/資訊助理人員,"【職務說明】
將參與各大系統專案進行資料倉儲平台架構規劃及設計，其中包含 Pivotal Greenplum產品服務，資料倉儲工程師將專注於資料倉儲顧問服務，解決使用者關於資料倉儲相關需求。

資料倉儲專為資料分析所設計，可讀取大量的資料以了解資料的關係和趨勢，資料通常會定期從交易處理系統、關聯式資料庫和其他來源流入資料倉儲。讓商業分析師、資料科學家和決策者可透過商業智慧 (BI) 工具、SQL 用戶端和其他分析應用程式存取資料。

所以資料倉儲工程師必須要了解資料倉儲特性及資料存放方式，來根據使用者需求給予建議，並且為其使用單位提供適合的資料倉儲架構，建立完整資料倉儲資料流流入方案及資料倉儲管理機制。

本工作職缺適合關聯式的資料庫工程師，有意願轉型為資料倉儲工程師來接觸更廣泛的資料處理服務面向，可以更容易延伸接觸其他資料處理的技術及平台，來加值自身的技術能力。

【工作項目】
平台規劃及設計
平台架構建置及設定
平台高可用性建置及設定
平台開發顧問服務
平台資源規劃調教
平台權限規劃設定
ETL 資料流設定

【職務需求】
熟悉 Linux 操作及管理
熟悉一種資料庫系統 (Oracle , PostgreSQL , MySQL , MSSQL.. 其他 )
良好的文件撰寫能力
良好之團隊協作、溝通協調能力",1~2人,不拘,專科以上,,英文,聽 /中等、說 /中等、讀 /中等、寫 /中等,Linux,資料庫軟體應用,"【加分條件】 資料倉儲管理經驗 Hadoop 平台管理經驗 Hadoop 平台相關認證 ETL 相關經驗 資料庫相關工作管理經驗 Python , Java 程式開發經驗 英文認證",0~5人應徵,120.9674798,24.8138287
b8gl75c,6qjw8,Hadoop 平台工程師(資料湖/大數據/巨量資料/HDP/CDH/串流處理),待遇面議,0,0,軟體設計工程師/其他資訊專業人員,"【職務說明】/將參與各大系統專案進行 Hadoop 平台架構規劃及設計，並包含 Cloudera Data Platform / Hortonworks Data Platform / Cloudera data flow 各項產品服務，將專注於 Hadoop 平台顧問服務，解決使用者關於 Hadoop 平台相關需求。//【工作項目】/平台規劃及設計/平台架構建置及設定/平台高可用性建置及設定/平台開發顧問服務/平台資源規劃調教/平台權限規劃設定/平台認證規劃設定 (kerberos,LDAP)",1~2人,2年以上,專科、大學,,英文,聽 /中等、說 /中等、讀 /中等、寫 /中等,,,"【職務需求】 Hadoop 平台建置經驗 (CDH or HDP) 熟悉 Linux 操作及管理 熟悉 一種資料庫系統 (Oracle , PostgreSQL , MySQL , MSSQL.. 其他 )  良好的文件撰寫能力 良好之團隊協作、溝通協調能力  【加分條件】 Hadoop 平台管理經驗 (CDH or HDP) Hadoop 平台相關認證 資料庫相關工作管理經驗 Python , Java 程式開發經驗 英文認證  *應屆畢業需要滿足1.職務需求 2.資訊相關科系 3.英文能力佳",0~5人應徵,121.5124562,25.0500181
1a2x6bjf44,5a5et,【大數據分析工程師】分析萬事萬物！加入台中矽谷,"月薪30,000~52,000元",30000,52000,市場調查／市場分析/演算法開發工程師/統計精算人員,"1.具備資料庫結構(MySQL)與擷取資料探勘
2.熟悉大數據處理相關技術與統計之資料探勘相關實務經驗。
3.熟網路社群分析，發掘消費者行為模式與偏好，據此建立分類、群集、關聯、時序及預測模型，解讀分析的結果、並提出行銷策略規劃、應用執行方案與行銷決策建議。
4.分析消費者行為、社群行銷、電子商務.. 等領域
5.從大量資料產出資料模型、數據分析報表、建議報告 
6.對資料或資料結構具備高度敏感性",1~2人,不拘,專科以上,,None,None,,,※ 良好溝通協調能力，善於溝通  ※ 思考清晰、具備數據整理能力、統計分析能力,0~5人應徵,120.7223572,24.2521156
1a2x6bk9dy,61cuq,"FB廣告投放,粉絲小編,GA大數據分析 (高雄市)","月薪40,000~90,000元",40000,90000,行銷企劃主管,1.網路行銷創意執行/2.提升來客數,2~3人,不拘,高中以上,,None,None,,,,0~5人應徵,120.2953492,22.6252508
1a2x6bj31u,4qqjx,大數據軟體工程師 (月薪10萬-20萬),"月薪80,000~200,000元",80000,200000,Internet程式設計師/軟體設計工程師,Advanced Programming for Cloud Computing (月薪10萬-20萬)/Build Big Data Analytics Solution/大數據分析,不限,不拘,大學以上,資訊工程相關/其他數學及電算機科學相關/電機電子工程相關,英文,聽 /中等、說 /中等、讀 /中等、寫 /中等,C++/Java/Go/JavaScript,軟體程式設計/網路程式設計,,6~10人應徵,121.5258123,25.0456714
1a2x6biclh,6uksl,智慧交通運輸 交通分析師/時制重整/交通大數據,"月薪40,000~90,000元",40000,90000,都市／交通規劃人員,交通流量調查分析 /交通維持計劃撰寫 /交通影響評估 /道路工程設計/交通趨勢大數據分析/路口號誌時制重整改善/*****無相關經驗或是非交通學科請勿投遞,6~9人,3年以上,專科以上,,None,None,,,*****無相關經驗或是非交通學科請勿投遞,0~5人應徵,121.562324,25.0332591
1a2x6bl5f2,6w76p,大數據開發（月薪：30k-50k 人民幣）+每月績效+年底13-16薪,"月薪128,354~213,923元",128354,213923,軟體設計工程師/硬體研發工程師/行銷企劃人員,職務要求：/1、基於Hadoop，Spark生態技術構建大資料平臺；/2、基於Flume生態技術構建即時計算平臺；/3、基於分散式運算存儲系統，進行資料倉庫架構設計，資料模型設計，以及ETL開發；/4、持續優化大資料平臺，快速修復問題，快速回應業務的資料需求；//任職資格：/1、三年以上互聯網行業大資料開發工作經驗；/2、熟練掌握Scala/Java/Python語言中的一種，熟悉Linux系統；/3、熟練掌握Hadoop、Spark、Flink、Hbase、Impala、Druid、Kylin技術棧中一種及以上；/4、有基於SparkStreaming，Flink進行即時計算開發經驗優先；/5、具有較好的資料建模經驗優先；/,20人,3年以上,大學以上,,None,None,,,,0~5人應徵,120.9826825,14.5349838
13uzkigw,6d8m6,大數據高階整合工程師,待遇面議,0,0,工業工程師／生產線規劃/軟體設計工程師/統計學研究員,工業4.0 Digital Twin數位分身:模擬技術研究與支持/產線大數據分析和技術支援/整合大數據分析平台與使用介面開發/客戶痛點顧問服務/專案計算分析/軟體平台測試研究/軟體安裝訓練/POC 分析/R與python結合應用/,1人,不拘,大學、碩士,工業工程相關/資訊工程相關,英文,聽 /中等、說 /中等、讀 /中等、寫 /中等,C#/C++/Python/R/Dbase,,具程式語言背景優先考慮 ,0~5人應徵,120.539438,24.093166
fuu0th4,x0wg,大數據資訊專員,待遇面議,0,0,軟體設計工程師/演算法開發工程師/系統維護／操作人員,"1. 企業戰情室報表設計開發及維運
2. 資料平台Data Modeling 開發及維運
3. AI模型建立及維運",1人,2年以上,大學、碩士,數學及電算機科學學科類/商業及管理學科類,英文,聽 /中等、說 /中等、讀 /中等、寫 /中等,Data Modeling/ETL/PL/SQL/Tableau,,1.熟悉SQL語法，具備ETL及Data Modeling經驗 2.具視覺化工具經驗，熟悉Tableau 3.具AI演算法及預測模型建立開發經驗,0~5人應徵,121.4241499,24.9841598
233rv1s,6qvzx,大數據系統工程師(天津),待遇面議,0,0,資料庫管理人員/軟體專案主管/軟體設計工程師,"1.搭建大數據相關分散式開源(open source)解決方案之平台
2.Open API 平台搭建
3.工業大數據分散式儲存平台(SQL/NoSQL)搭建",1人,3年以上,碩士,,英文,聽 /中等、說 /中等、讀 /中等、寫 /中等,,,"1.熟悉 Cassandra, Spark, Storm 等分散式處理平台 2.分散式處理平台之校能調校及優化經驗 3. Docker 環境搭建、管理和優化經驗",0~5人應徵,117.3616476,39.3433574
1a2x6bkjk0,6r2ko,大數據研發工程師,待遇面議,0,0,軟體設計工程師/演算法開發工程師,工作要求：/1. 學士及以上學歷，5年以上相關工作經驗；/2. 精通Scala、java語言，有Scala實際編程經驗；/3. 熟悉Linux 操作系統，熟練使用Shell、Python腳本語言；/4. 深入了解分佈式系統、大數據平台、消息隊列等高可用高彈性架構；/5. 對HDFS/Yarn/HBase/Hive/Spark相關組件的性能優化和補丁跟踪等有實際經驗；/6. 在Hadoop、Spark、Storm、Flink等開源社區有過貢獻最佳；/7. 良好的英語讀寫能力；/8. 強烈的責任心和自我驅動意識，有良好的團隊合作精神和溝通協調能力。/,1人,5年以上,大學以上,資訊工程相關/數理統計相關/應用數學相關,英文,聽 /中等、說 /中等、讀 /中等、寫 /中等,,,,0~5人應徵,0.0,0.0
