公司代碼,工作代碼,工作名稱,工資待遇,工資待遇(最低),工資待遇(最高),工作性質,工作敘述,需求人數,經驗要求,學歷要求,科系要求,語文條件,語言能力,擅長工具,工作技能,其他條件,應徵人數,經度,緯度
1a2x6bkeiq,74fsz,Machine Learning & Data Science 工程師,待遇面議,0,0,軟體設計工程師/軟體專案主管,"1. 建構基於 Machine Learning/Deep Learning 演算法的系統平台
2. 優化半導體製程/實體設計配方與實體設計流程
3. 熟 Python/C/C++/Scikit-learn 工具
4. 熟晶片實體設計開發流程
5. 熟 SPICE, timing/power modeling & sign-off 方法
6. 熟半導體製程參數, 對製程變異分析有興趣
7. 對數據分析熱忱, 樂於洞悉數據背後的物理
8. 正向思考, 願意主動探索新方法, 樂分享與提案並解決問題",1人,不拘,碩士以上,資訊工程相關/電機電子工程相關/其他數學及電算機科學相關,英文,聽 /中等、說 /中等、讀 /中等、寫 /中等,C/C++/Python,軟體工程系統開發/軟體程式設計,,0~5人應徵,121.019217,24.8415761
1a2x6bi257,3x1j9,Data Processing Specialist 數據處理專員,"月薪45,000~80,000元",45000,80000,券商後線人員/統計精算人員/稽核人員,/團隊介紹 /客服團隊在核聚集團扮演關鍵性角色，不僅是集團面對客戶最前線的人員，以熱誠、專業的態度將服務、資訊傳達給客戶，更是客戶的諮詢顧問，運用自身專業經驗，站在客戶立場、整合集團的力量滿足客戶的需求。 //客服團隊主要服務集團ESOP/ESPP（Employee Stock Option Plan / Employee Stock Purchase Plan）的客戶。ESOP/ESPP為歐美企業施行多年的員工激勵計畫，運用員工認股等方式來吸引優秀人才，並且激勵、留任員工。客服團隊的任務是解決企業客戶及其員工執行ESOP/ESPP時遇到的問題、處理系統後臺數據，與整合集團各部門以滿足客戶提出的需求。此外，客服團隊還需負責培訓，教導企業客戶及其員工如何使用核聚集團的線上平台管理ESOP/ESPP。 //核聚集團是跨國金融科技（FinTech）企業，加入我們的客服團隊，您將與來自不同國家的菁英合作，共同在國際FinTech領域茁壯成長。若您有服務的熱誠，並具有優秀的邏輯思考能力，我們誠摯地歡迎您加入核聚集團的客服團隊。 //工作內容/1. 協助客服部門確認其作業流程符合作業規範之要求/2. 判斷專案流程中的問題點並提出解決方案/3. 協助公司專案資料庫的建立與維護/4. 主動提出作業流程及功能改善方案並追蹤執行進度/5. 在專案系統需修正時，主導並協調不同部門間的意見/6. 擔任開發部門、市場行銷部、公司和客戶服務部的溝通協調中心。///,1~2人,3年以上,大學以上,商業及管理學科類/經濟學相關/數學及電算機科學學科類,英文,聽 /中等、說 /中等、讀 /中等、寫 /中等,Excel/Internet Explorer/Word,,1. 大學(含)以上，財金、商學等相關科系畢 2. 3年以上金融業中後台作業處理經驗 3. 熟悉辦公室軟體（如: word、excel、project等）操作 4. 敏銳的觀察力，較強的解決問題能力 5. 具備基本的商用英文溝通能力 6. 良好的文字表達能力 7. 有耐心、反應靈敏、溝通協調能力佳、抗壓性強、主動積極、掌控時效,11~30人應徵,121.560094,25.034368
1a2x6bjwnt,734er,[Ring] Product Data Specialist,待遇面議,0,0,物管／資材,"Ring is looking for a Specialist of Product Data Control

Responsibilities
- Item Master build up and management
- BOM Data management and ECO implement
- CM/ODM Product data collection and governance to Ring system
- Product Data and document management
",不限,3年以上,專科以上,,英文,聽 /精通、說 /精通、讀 /精通、寫 /精通,,,"- 3year + BOM relevant experience - Familiar Electronics product BOM structure - Familiar PLM/PDM or ERP system operation - Effective communication skills in English - Basic MS office skill (such like: Excel, Work, PowerPoint.....) - Bachelor's degree or equivalent  PREFERRED QUALIFICATIONS - Well experience in Component Approval process is preferred - Excellent MS Office skill is preferred ((such like: Excel, Word, PowerPoint.....) - Cross function communication skill ",0~5人應徵,121.5701164,25.0773375
a97q9sg,5rncb,業務專員【BIG DATA】,待遇面議,0,0,國內業務人員,"1.	大數據系統之銷售，完成業績目標。
2.	陌生客戶開發及維護、報價、合約及訂單處理等事宜。
3.     市場需求蒐集，業務簡報，投標文件撰寫。
3.     其他專案及主管交辦事項。",1~2人,3年以上,大學、碩士,,英文,聽 /中等、說 /中等、讀 /中等、寫 /中等,,,1.	3年以上大數據系統或軟體銷售經驗。 2.	熟悉政府採購法及統計相關知識者尤佳。,6~10人應徵,121.4876185,24.9978164
5vp8u9c,6zwqe,HR - Recruitment Data Analyst (Taichung),"月薪30,000~45,000元",30000,45000,人力資源人員,"1. 招募相關報告製作與數據分析等，需熟悉Power BI介面操作與基本函數撰寫
2. 人才庫管理、雇主品牌、流程改善、系統開發及全球招募相關系統導入與功能維護
3. 熟悉並且能運用各種招聘管道，具備初步篩選及面試的能力
4. 具備英語溝通能力，與主管(含外藉主管)溝通確認職缺需求條件
5. 具備與薪資核算及與求職者進行薪資談判能力
6. 協助任用及轉調流程
7. 協調並且安排國內外報到事宜(機票預訂、接機與住宿安排)
8. 各項專案事項支援",1人,1年以上,大學,,英文,聽 /中等、說 /中等、讀 /精通、寫 /精通,Power BI​,,"1. Flexible, proactive, can work under high pressure, team work and a quick learner 2. 具備客戶服務的心態，能夠有效並且精準迅速的解決問題 3. 對於人群溝通、數據分析、系統操作、專案執行工作具有熱誠者",6~10人應徵,120.6560965,24.2382688
d8qa7g0,6k2x6,資料分析師 (Data Analyst),待遇面議,0,0,演算法開發工程師/軟體設計工程師/Internet程式設計師,"i-Buzz的核心理念是數據推動行銷策略，透過網路語料觀察與混搭資料研究進行開發，提供客戶深化的資料分析結果。另外欲透過自營的數位產品，挖掘使用者的行為數據，提供產品更好的體驗。

職務內容如下：
1. 文字探勘(80%工作碰到的資料都是文字語料)
2. 進行資料建模
3. 資料視覺化處理
4. 開發預測模型
5. 發展推薦演算法、個人化演算法

此職缺需熟悉統計分析、Python或R語言、Machine Learning、MongoDB、SQL，有API串接或開發的經驗。

誠摯歡迎符合以上條件，且具責任心、勇於接受挑戰者的加入。",1~2人,不拘,碩士以上,數學及電算機科學學科類,英文,聽 /中等、說 /中等、讀 /精通、寫 /精通,Python/R,,1. 具2年以上資料分析經驗。 2. 具邏輯力、溝通能力，可獨立進行會議簡報。 3. 個性主動積極，主動學習者。 4. 能獨立處理及解決問題。 5.知道如何使用 git 尤佳。 ,30人以上應徵,121.5486774,25.0580197
10wzhfv4,7409x,Data Governance and Business Process Sr. Advisor,待遇面議,0,0,營運管理師／系統整合／ERP專案師/採購人員/生產管理主管,"The Data Governance team within Data Analytics and Automation (DAA) is at the heart of the Dell Technologies’ Global Operations Digital Supply Chain.  We are the exciting team that build single data source of truth for Dell’s supply chain and lead Master Data management, while develop data policies and ensures the necessary data quality to power the supply chain of the future.  We also collaborate with senior business executive and their teams to understand their business requirements and co-design future processes that will enable them to adopt and leverage the digital tools that will increase transparency, automation, and predictive analytics.

Join us to do the best work of your career and make a profound impact as a Data governance and business process Sr. Advisor on our Data Governance team!


What you’ll achieve

As a Data governance and business process Sr. Advisor, you will designing interim and future state business processes that Dell’s Global Operations team will use as we transition our systems and infrastructure from legacy databases to a cloud-based, digital data lake.  In order to do so, you will analyze current business processes, map out the current and future data systems and flows, interview stakeholders in operations, supply chain, finance, etc. to understand key requirements and pain points, develop interim and future state process maps that take into account in-flight data governance and data solution workstreams underway, recommend KPIs and metrics to monitor process effectiveness, and align with business executive to get agreement on the path forward.

You will:

- Partner with key Global Operation (GO) functions to develop future state business processes that will shift Global Operations into the Data era

- Work closely with Domain leads and other Data governance team to manage related communication activities

- Collaborate with IT teams to apply Dell’s cutting edge Data infrastructure to one of the world’s most sophisticated supply chain organizations

- Collaborate with the broader DAA organization to rolling out broad Digital Solution across the enterprise",1~2人,6年以上,大學以上,,英文,聽 /精通、說 /精通、讀 /精通、寫 /精通,,,"Essential Requirements  - Bachelor’s degree and 6+ years of relevant work experience  - Passionate about process design, change management and transformation across several business units  - Ability to take initiative and operate under significant ambiguities with tight timelines  - Conceptual problem solving skills to identify pain points and reimagine solutions given constraints and needs  - Detail oriented and organized, structured thinking, with the capability to interview and map out intricate process and data flows across the organization with strong people and communication skills to collaborate and drive change across several teams   Desirable Requirements  - Strong background in supply chain and operations  - Previous experience with process reengineering, process mapping, and operational process design or data governance, digital transformation, data architecture, and / or data analytics or consulting  ",30人以上應徵,121.5482726,25.0217172
5wthkkw,73got,Chief Data Scientist _ 汐止 _ 00000,待遇面議,0,0,軟體專案主管/軟體設計工程師,"1. Shape and communicate a clear vision, strategy and roadmap to all stakeholders.
2. Lead the transformation towards an analytically enabled organization.
3. Stay abreast of developments at the intersection of science, technology and business relevant to the company and drive business innovation through Analytics.
4. Advise the business leadership team on data science opportunities on an ongoing basis.
5. Lead, build and develop data science core team; promote top talent in data science and at the interface of data, technology and business.
6. Shape the hiring criteria and development programs of business leaders in order to increase the level of data science literacy. 
7. Develop standards and processes for data science solution development and implementation across all critical functions of the company.
8. Shape the technology strategy together with the technology management team pertaining to the data and analytics technology stack.",1人,10年以上,大學以上,數學及電算機科學學科類,英文,聽 /中等、說 /中等、讀 /中等、寫 /中等,,,"1. A recognized thought leader and innovator in the development of new tools, methodologies and problem solving approaches. 2. Articulate, persuasive, communicator. 3. Strong understanding of statistics, structured and unstructured data analysis, predictive modeling techniques and data visualization.  4. Good command of emerging methodologies like Artificial Intelligence.  5. Proficiency in one of the following: SAS, Stata, R, and/or Python is strongly preferred. ",0~5人應徵,121.6473738,25.0605492
1a2x6bjevl,71kfu,Data Migration Consultant,待遇面議,0,0,其他工程研發主管/軟體設計工程師,"At Amazon Web Services (AWS), we’re hiring highly technical cloud computing architects to help our partners develop technical expertise and capacity, while also collaborating with our customers and partners on key engagements. Our consultants will deliver proof-of-concept projects, topical workshops, and lead implementation projects. These professional services engagements will focus on key customer solutions such as, web applications, enterprise applications, HPC, batch processing and big data, archiving and disaster recovery, education and government.

Professional Services engage in a wide variety of projects for customers and partners, providing collective experience from across the AWS customer base and are obsessed about strong success for the Customer. The Practice of BCS (Business Continuity and Scalability) is a Shared Solution Team of Professional Services which focuses on developing fault-tolerant and resilient architecture to fulfill business continuity and scalability of customer’s business critical systems. Such systems include but don’t limit to Web-scale applications, and enterprise database & software like SAP, Oracle and Microsoft.

We are looking for a Database Consultant who is passionate about:
‧ Architecting advanced database architectures for web-scale and enterprise applications to achieve simplicity, massive scale, resiliency and maintainability
‧ Working on the migration of commercial databases (Oracle/SQL Server/SAP HANA) to innovative AWS managed database services like RDS, Aurora, Redshift and etc.
‧ Develop customer proposal and promote offerings with account team
‧ Setting-up and configuring database architectures based on best practices
‧ Automating deployment, configuration and operations of the architectures
‧ Creating scripts, tools and services
‧ Coaching Customer and Partner teams to be self-sufficient",1人,不拘,大學以上,,英文,聽 /中等、說 /中等、讀 /中等、寫 /中等,,,"Basic qualifications ‧ BS technical degree required; Computer Science background preferred; Master degree desired. ‧ 7+ or more years of IT implementation experience ‧ Experience driving discussions with senior personnel regarding trade-offs, best practices, project management and risk mitigation ‧ Hands-on experience leading the design, development and deployment of business software at scale or current hands on technology infrastructure, network, compute, storage, and virtualization experience ‧ Proficient knowledge and experience in OLTP/OLAP database design, user coordination, backup & recovery, high availability, overall performance, and database security ‧ Advanced knowledge of database structure and theory ‧ Proficient architecting knowledge and hands-on experience with at least two of popular databases like MySQL, PostgreSQL, Oracle, and SQL Server and expertise on SQL language ‧ Ability to travel to client locations when needed  Preferred qualifications ‧ Strong track record of implementing AWS services in a variety of distributed computing environments ‧ Large scale migration experience Data Center to Data Center and/or Data Center to Cloud ‧ Strong knowledge about open source middleware and container services like Nginx, Redis, Kafka, Rabbit MQ, Kubernetes and etc. ‧ Experience of Big Data platform implementation and performance tuning Hadoop/Spark implementations. ‧ Experience developing software code in one or more programming languages (Java, JavaScript, Python, etc).  Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, disability, age, or other legally protected status. For individuals with disabilities who would like to request an interpreter or any support on-site, please inform our team.  #AWSGCR #GCRPROSERVE ",0~5人應徵,121.5682107,25.0387163
1a2x6bkxph,6qwx5,Senior Python Data Backend Engineer(大數據),待遇面議,0,0,軟體設計工程師,"1.Design, develop, and maintain Big Data related projects including EDW system and ETL pipeline for data access, collection, processing and storage./2.Manage deployment of the Big Data Infrastructure and services on AWS./3.Dedicate to Big Data and Machine Learning Platform using Apache Spark and related technologies./4.Investigate, survey and evaluate various state-of-the-art technologies./5.Introduce new technologies and tackle the derived problems./6.Implement and popularize excellent software development processes and best practices.",1~3人,4年以上,專科以上,數學及電算機科學學科類/工程學科類/資訊管理相關,None,None,Linux/Python,,"Qualification:  1.BS/MS in Computer Science or Information Management (or equivalent). 2.3+ years of experience related to Big Data technologies such as Hadoop, Spark, Kafka, Cassandra, and Elasticsearch etc.  3.Expert in processing data with Python and some API frameworks, such as Flask. 4.Expert in RDBMS/NoSQL database administrator and SQL performance tuning.  5.Experience with microservice development and architecture design. 6.Ability to work in a fast-moving team environment  Nice to have:  1.Contributing to open source projects a huge plus (Please include your github page)  2.Experience with stream-processing systems: Spark-Streaming, Storm, etc. 3.Experience with Docker / K8s 4.Experience with Public Cloud like AWS is a plus",0~5人應徵,121.574784,25.0726577
1hrmizk,6ej3x,資料工程師 (Data Engineer),"月薪34,000~69,000元",34000,69000,軟體設計工程師/Internet程式設計師/資料庫管理人員,"1. 負責資料分析流程執行與優化，參與企業內部數據應用、顧客分析等實際專案執行。
2. 負責維運ETL系統與資料處理、運算等作業，能協助開發/維運資料分析介面。
*錄取後需至TOYOTA經銷商據點見學二個月",1人,2年以上,大學、碩士,資訊工程相關/數理統計相關/其他數學及電算機科學相關,英文,聽 /中等、說 /中等、讀 /精通、寫 /精通,,,1. 具備程式撰寫能力，能以Python撰寫爬蟲或進行資料分析，有相關開發經驗 2. 曾使用過C# (或 java、Scala)等語言進行系統開發 3. 對於資料庫系統與其語法熟悉（包含SQL、Spark、Cassandra...等） 4. 有資料視覺化與BI的相關經驗（例如Power BI、Tableau...等） 5. 具備雲端運算服務使用經驗（Azure/AWS） 加分條件 1. 熟悉或曾應用大數據平台元件操作，包括Kafka、nifi、HDFS...等 2. 具備機器學習或資料分析演算法知識與經驗。  *應徵時請提供相關簡歷或過去作品、執行專案等可說明個人能力與負責內容之成果。,11~30人應徵,121.5333503,25.0528258
1a2x6biyc1,6low3,[場域開發] Data Scientist,待遇面議,0,0,演算法開發工程師/Internet程式設計師,"股感生活金融科技是一個金融新創公司，以「普惠金融」為目標，以股感網站打造互聯網金融場域。透過「多元化數位內容」於社群上讓讀者產生興趣，股感站內提供豐富商業資訊及投資知識，以及客製化的「學習系統」建置，讓用戶在投資旅程更有方向感。下個階段、我們希望在接近交易的過程中透過「Fintech互動體驗」對應到商品選擇、比較，輔助投資者進行交易決策，讓用戶享有一站式服務體驗。

我們正在快速發展的道路上，需要這樣的你加入，一起打拼！
・對數位金融領域有無比熱情，擁有普惠金融的使命感。
・具新創思維及高度彈性，能快速學習成長並接受各種挑戰。
・熱愛商業和策略，能夠識別市場機會、潛在需求。
・懂得換位思考，善於溝通並與各部門協同工作。

<職務說明及需求>
(1)分析文本間的相關性。
(2)以使用者資料及行為進行分群及建模。
(3)與前後端工程師進行協作，完成實作及成效評估。
(4)將資料透過交換格式供串接使用。
(4)熟悉Python、MongoDB
(6)協同過濾及(或) 內容推薦等經驗


<薪資>
55K ~ 強者面議",1人,2年以上,大學,,英文,聽 /略懂、說 /略懂、讀 /略懂、寫 /略懂,Python,軟體程式設計/Machine Learning/資料庫軟體應用,<加分條件> (1)相關工作經驗，或是論文與此相關 (2)主動意識、良好邏輯及橫向溝通能力、自我驅動及主動尋求問題解法 (3)曾使用過Swagger,6~10人應徵,121.5484515,25.0580934
d8qa7g0,72mp1,NLP資料科學家/NLP Data Scientist,待遇面議,0,0,演算法開發工程師/軟體設計工程師/統計學研究員,"i-Buzz的核心理念是數據推動行銷策略，透過網路語料研究，設計數據以分析消費者insight，提供客戶視覺化圖表與深度解讀分析，為客戶建議行銷解決方案。

1.擁有中文/英文NLP的相關工作經驗，包含中文分詞 (Word Segmentation)、詞性標記 (POS Tagging) 、命名實體識別 (named entity recognition)、依存句法分析( dependency parsing)、文本分類(Text classification)、文本聚類(Text clustering)、自動摘要 (Automatic summarization)、信息抽取 (Information extraction)、情感分析 (Sentiment Analysis)、知識庫構建 (Knowledge graph construction)等

2.熟悉bert、transformers、autoencoder、GPT3。

3.會使用torch或tensorflow(torch尤佳，兩者皆具最佳)。

4.有搭建過知識圖譜、cloud-based machinelearning者優先。

5.具備獨立作業與跨部門溝通能力。",1~3人,不拘,碩士以上,數學及電算機科學學科類,英文,聽 /中等、說 /中等、讀 /精通、寫 /精通,Python/R,Machine Learning/資料庫軟體應用,喜歡追技術的人。 額外有過東南亞語系例如越南文、泰文、馬來文等處理經驗很加分。  ,6~10人應徵,121.5486774,25.0580197
5wthkkw,6qdak,BI Data Engineer _ 新竹 _ 00209,"月薪30,000~60,000元",30000,60000,MIS程式設計師/電腦系統分析師/軟體設計工程師,"As a Data Engineer of the Business Intelligence (BI) Team, you will be responsible for expanding and optimizing our data pipeline and data warehouse to fulfill business/analysis requirements
 
Responsibilities:
1.Work with analysts to understand our business goal, to build up and maintain a data warehouse.
2.Assemble different data sources to meet business requirements.
3.Build the infrastructure required for optimal ETL of data from a variety of data sources using Nifi, SAP Data Service, SQL, Python.
4.Operate and maintain BI platforms: Power BI Report Server, SAP BI Platform, SAP BW.
",1人,不拘,大學、碩士,資訊管理相關/資訊工程相關,英文,聽 /中等、說 /中等、讀 /中等、寫 /中等,,,"1.A passion for data and information with strong analytical, problem solving, and organizational skills. 2.Experience with data modeling for Data Warehouses 3.Understanding of dimensional modeling and other data warehousing design techniques a plus. 4.Experience working with SAP Data service, SQL server integration services or any similar ETL tools a plus. 5.Experience with SQL databases such as Oracle, MS SQL, MySQL, or PostgreSQL. 6.Experience with reporting/visualization tools (Power BI, Tableau or SAP BusinessObjects Web Intelligence). 7.Self-motivated with the ability to work under minimal supervision. ",6~10人應徵,120.9995382,24.7815839
hxvzfrc,4jao3,Data Scientist(資料科學家),待遇面議,0,0,資料庫管理人員/市場調查／市場分析,"-Insight into company/plant operating and maintenance data, and apply with Data mining, machine learning, NLP…etc. for prediction,  classification, optimization…etc. 
-Work on structured, semi-structured and unstructured data to discover data insights and collaborate with domain expert to deliver business value through these insights.
-Build predictive models with data, test models on results and verify the model in real-world settings (e.g. Equipment Failure Analysis, Forecasting…etc.)
-Business process standardization, big data analysis and reporting dashboard and develop best practices for instrumentation and experimentation and communicate those requirements to relevant units.",1人,2年以上,大學、碩士,數學及電算機科學學科類/統計學相關,英文,聽 /精通、說 /精通、讀 /精通、寫 /精通,,,"-Bachelor degree or higher, major in Computer Science, Statistics, Mathematics. -At Least 2 year experience in Data Mining, Machine Learning, Information Retrieval, Natural Language Processing or related knowledge.    -Proficiency with data analysis languages: R, Python, Java or Scala. -Experience in parallel, distributed and cloud computing and data processing. -Comfortable with data analysis & visualization using analytic tools with the capability of creating, planning, and analyzing. -Experience in at least one MVC web designing, implementing and maintaining applications is a plus -Good English Language Capability.",0~5人應徵,120.3014353,22.6272784
apio4y0,730i7,R0000822: Sr. Data Scientist (System Kernel),待遇面議,0,0,軟體設計工程師/統計學研究員,"Our Team- Core Tech Solution Team

Core Tech Engineering group provides end-to-end solutions and drives technological expertise to make solution delivery consistent and efficient. Malware authors and hackers are now more sophisticated and are attacking more frequently. The Core Tech Front-end Engine Team is always on the lookout for new threat avenues and is ready to provide solutions 24/7.

Our Role – Devops Data Scientist

The position will be responsible for analyzing various kinds of customers data to find the security problems, doing POC and designing the E2E solutions based on machine learning or other data processing automation technique in AWS.

Qualification/Requirement

Essential

BS or MS in Computer Science or Data Science
Highly proactive, patient, self-motivated and willing to take challenges
Excellent story telling skill
Excellent data analysis/presentation skill
Machine Learning skills, being able to develop algorithms and to translate algorithms into code, completes programming, implements efficiencies, performs testing, and debugging.
Familiar with Python
Good English communication skill
Nice-to-have as a plus

Hadoop/Spark programming experience
Devops(CI/CD) experience
Linux application programming experience
Threat knowledge/threat analysis experience",1人,2年以上,大學以上,,英文,聽 /中等、說 /中等、讀 /中等、寫 /中等,,, ,6~10人應徵,121.5483151,25.0231597
wdapdfc,6easl,數據分析師(Data Analyst),待遇面議,0,0,Internet程式設計師/軟體設計工程師/演算法開發工程師,【工作內容】/主要職責：/研發應用於品牌電商的機器學習與深度學習模型，以及社群內容的文字探勘//職務說明：/1.分析前的數據清洗、處理、特徵探索、以及統計、機器/深度學習模型的建立與參數優化/2.與數據工程師合作，進行機器學習、深度學習與統計分析模型的維運化程式開發/3.社群網路文字探勘，輿情分析//---------------------------------------------/需具備以下條件：/1.至少有兩種統計模型、機器學習或深度學習的使用經驗，並有能力介紹使用方法、應用或原理，比如但不限：XGboost、K-means、ALS、Naive Bayes、LDA、各種類神經網路/2.熟悉Python或R程式語言/3.熟悉SQL statement/4.熟悉任一數據分析繪圖套件，如：Matplotlib、Bokeh/5.愛好自我學習、探索與分享的態度/,1~2人,1年以上,大學以上,資訊管理相關/資訊工程相關/數理統計相關,英文,聽 /精通、說 /精通、讀 /精通、寫 /精通,,,符合其中條件者尤佳： 1.熟悉Java、Scala、或是 Javascript 程式語言 2.熟悉D3 視覺化繪圖套件 3.悉商用視覺化繪圖，如 Tableau 4.熟悉Spark 運算框架 5.熟悉Linux 的程式開發環境與Shell Script的使用 6.具備電商或品牌商領域的經驗,11~30人應徵,121.567154,25.040512
wiwdx20,70v00,Data Analyst (Lane Crawford Joyce Group),待遇面議,0,0,軟體設計工程師/資料庫管理人員/電腦系統分析師,"Being the Data Analyst, the right candidate will/•	Conduct data mining and feature engineering to support Data Scientists on modelling/•	Develop intuitive and attractive static and interactive data visualizations using routine program/•	Distill quantitative and qualitative data to communicate compelling stories to diverse audiences/•	Training end users on new reports and dashboards./•	Supporting initiatives for data integrity and normalization./•	Provide quality assurance of imported data, working with quality assurance analyst if necessary./•	Interact with internal business units to understand business drivers and validate new data./•	Analyze existing data to generate insights for internal audience./•	Work closely with data engineering and data scientist to build ETL pipelines/•	Manage and monitor multi-channel performance reports/",1人,2年以上,大學以上,資訊管理相關/數學及電算機科學學科類,英文,聽 /精通、說 /精通、讀 /精通、寫 /精通,Python/Excel/Tableau/Power BI​/SAS/SPSS,,"•	Bachelor’s / Master’s Degree in Mathematics, Statistics, Physics, Computer Science, Engineering, Actuarial Science, Econometrics or related discipline. •	Experience in data mining, data manipulation, statistical analysis and data visualization. •	Above 2 to 3 years of working experience with big datasets and on large scale analytical projects. •	Experience working with and supporting Data Scientist along the data science journey. •	Experience with data analysis and data visualization using tools such as SAS, Excel, SPSS, R, Python. •	Knowledge of graphics and visualization tools such as Power BI, Tableau, DOMO, Adobe CS 5 Suite, Qlik. •	Ability to translate business requirements into non-technical, in layman terms. •	Strong interest in data science. •	Creative and curious with a can-do mentality. •	Strong communication skills. •	Excellent analytical skills. •	Critical thinking: able to look at numbers, trends, and data and come to new conclusions based on the findings. •	Ability to work with large amounts of information and see the 'bigger picture'. •	Fluent in English. •	Preferred background in retail, loyalty, ecommerce. ",6~10人應徵,121.5483419,25.048016
wiwdx20,70v0q,Data Engineer (Lane Crawford Joyce Group),待遇面議,0,0,軟體設計工程師/資料庫管理人員/電腦系統分析師,"WHAT YOU WILL BE DOING?//•	Design, build, support and optimize new and existing data models and ETL processes/•	Develop and support the data pipeline to integrate new data from various data sources with emerging data technologies/•	Define and manage SLA for all data processes and own data quality issues/•	Getting “first-hand” break to engineer data analytics platform which will include architectural design, infrastructure setup, and building data pipelines, integrate with data lakes and integrating data mining models into data pipelines/•	Understand, brain-storm and integrate data from different internal as well as external platforms (including mobile event streams) to deliver data insights/",1人,2年以上,大學以上,資訊管理相關/數學及電算機科學學科類,英文,聽 /精通、說 /精通、讀 /精通、寫 /精通,Python/ETL/Hive,,"•	Bachelor's degree in computer science, information technology or relevant discipline •	Development experience in at least one scripting language (Python is preferred) •	Hands-on experience in RMDB, NoSQL and query performance tuning •	Hands-on experience in building data model for visualizations •	Hands-on experience of integrating big data technologies such as Hive, Presto, Spark, Kafka, HBase and Apache Ignite into traditional systems •	Hands-on experience in big data management platform implementation such as Informatica and Talend will be a plus •	Data architecture, data modelling, schema and ETL/ ELT workflow design skills •	Excellent communication skills and proven experience in leading data driven projects from definition through interpretation and execution •	Candidate with more experience will be considered as Senior Data Engineer   Information provided will be treated in strict confidence and only be used for recruitment purpose. The Company may refer suitable applicants to other vacancies within the associated Group of companies  ",0~5人應徵,121.5483419,25.048016
wiwdx20,70v1h,Data Scientist (Lane Crawford Joyce Group),待遇面議,0,0,軟體設計工程師/資料庫管理人員/電腦系統分析師,"Being the Data Scientist, the right candidate will//•	Mine, manipulate and perform statistical analysis on multiple data sets to build scalable enterprise analytics AI solutions/•	Identify what data is available and relevant, including internal and external data sources and collaborates with institute subject matter experts to select the best approach/•	Drive thought leadership in project and model approach from data acquisition to full production deployment/•	Makes strategic recommendations on data collection, integration and retention requirements incorporating business requirements and knowledge of best practices/•	Scope and define own work by researching and developing new content (Text & Computer Vision) that will drive large business impact opportunities/•	Work with cross-functional business partners throughout the organization to identify opportunities for leveraging company data to drive business solutions/•	Applies advanced statistical and predictive modeling techniques to build, maintain, and improve on multiple real-time decision systems/•	Generate and validate hypotheses with variety of testing methods (A/B, multi-variate, factorial design) to measure the impact of ongoing campaigns and retail initiatives/•	Communicate results and findings to key decision makers/•	Lead corporate scale analytics projects that has a large impact on the organization/•	Explore and research on best-in-class methodologies and latest technology trends/•	Work with data engineers on the design and deployment of enhancements and fixes to systems as needed/",1人,3年以上,大學以上,資訊管理相關/數學及電算機科學學科類,英文,聽 /精通、說 /精通、讀 /精通、寫 /精通,Python/ETL/MySQL/hadoop/D3.js/Power BI​/Hive/SAS,,"•	Bachelors / Masters Degree in relevant field (i.e. Mathematics, Statistics, Physics, Computer Science, Engineering, Econometrics) •	3-5 Years working with big datasets and on large scale analytical projects •	In-depth knowledge on programming language such as R, Python or SAS to manipulate data and draw insights from large data sets •	Experience with data visualization tools/packs, such as D3.js, GGplot, Seaborn, Splunk, Power BI etc •	Experience with distributed data/computing tools: Map/Reduce, Hadoop, Hive, Spark,, MySQL, etc •	Must-have knowledge on a variety of machine learning techniques clustering, decision trees neural networks, Linear and Non-Linear Programming, Deep Learning (ANN, RNN, CNN) and their real-world advantages/drawbacks •	Experience analyzing data from 3rd party providers: Google Analytics, Site Catalyst, Adwords, Facebook Insights, etc. •	Experience with merchandising and planning use cases is a plus •	Familiarity with AWS or Microsoft Azure or Google Cloud platform •	Nice to have: Working knowledge in NLP techniques such as topic modelling, named-entity recognition. semantic analysis, intent recognition etc. •	Nice to have: Working knowledge in image processing techniques such as image segmentation, Feature Matching, Image classification, Edge and Contour Detection techniques etc •	Willing to be proactive in coming up with solutions and accustomed to a collaborative start-up team environment •	Passionate about AI-related research and innovations •	Fluency in English is a plus •	Preferred background in retail, loyalty, ecommerce, merchandising or consulting ",0~5人應徵,121.5483419,25.048016
